Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure
03/26/2020,03/26/2020,04/15/2020,Cinemark USA Inc. dba CineArts @ Palo AltoSquare,Palo Alto,Santa Clara County,6.0,Layoff Permanent
03/26/2020,03/26/2020,04/15/2020,Cinemark USA Inc. dba Century 20 Great Mall,Milpitas,Santa Clara County,80.0,Layoff Permanent
03/26/2020,03/26/2020,04/15/2020,Cinemark USA Inc. dba Century Cinema 16,Mountain View,Santa Clara County,82.0,Layoff Permanent
03/26/2020,03/26/2020,04/15/2020,Cinemark USA Inc. dba Santana Row 6,San Jose,Santa Clara County,29.0,Layoff Permanent
03/26/2020,03/26/2020,04/15/2020,Cinemark USA Inc. dba Oakridge 20,San Jose,Santa Clara County,91.0,Layoff Permanent
04/01/2020,03/30/2020,04/15/2020,Lifetime Activities,Cupertino,Santa Clara County,39.0,Layoff Temporary
04/01/2020,03/30/2020,04/15/2020,"Lifetime Activities, Inc",Santa Clara,Santa Clara County,16.0,Closure Temporary
04/01/2020,03/30/2020,04/15/2020,"Lifetime Activities, Inc.",Sunnyvale,Santa Clara County,22.0,Layoff Temporary
03/30/2020,03/31/2020,04/15/2020,APTOS HOTEL MANAGEMENT LLC,Aptos,Santa Cruz County,65.0,Layoff Temporary
03/26/2020,03/26/2020,04/15/2020,Cinemark USA Inc. dba Movies 8,Redding,Shasta County,12.0,Layoff Permanent
03/26/2020,03/26/2020,04/15/2020,Cinemark USA Inc. dba Cinemark Redding 14,Redding,Shasta County,47.0,Layoff Permanent
04/01/2020,03/19/2020,04/15/2020,"In-Shape Health Clubs, LLC dba In-ShapeHealth Clubs",Vacaville,Solano County,73.0,Closure Temporary
03/26/2020,03/26/2020,04/15/2020,Cinemark USA Inc. dba Vallejo 14,Vallejo,Solano County,68.0,Layoff Permanent
03/31/2020,03/31/2020,04/15/2020,Timber Cove Resort,Jenner,Sonoma County,51.0,Layoff Temporary
04/01/2020,04/02/2020,04/15/2020,PARKWEST CASINO SONOMA,Petaluma,Sonoma County,57.0,Layoff Temporary
03/26/2020,03/26/2020,04/15/2020,Cinemark USA Inc. dba Century 10 Downtown,Ventura,Ventura County,35.0,Layoff Permanent
03/26/2020,03/18/2020,04/15/2020,Eugene N. Gordon Inc. dba La-Z-Boy FurnitureGalleries,West Sacramento,Yolo County,6.0,Layoff Temporary
03/24/2020,03/11/2020,04/15/2020,"ABM Industry Groups, LLC.",Los Angeles,Los Angeles County,114.0,Layoff Temporary
03/30/2020,03/31/2020,04/15/2020,Aloft El Segundo Los Angeles Airport,El Segundo,Los Angeles County,38.0,Layoff Temporary
03/30/2020,03/31/2020,04/15/2020,Fairfield Inn & Suites Los Angeles LAX ElSegundo,El Segundo,Los Angeles County,68.0,Layoff Temporary
03/30/2020,04/01/2020,04/15/2020,San Diego Convention Center Corporation,San Diego,San Diego County,160.0,Layoff Temporary
03/27/2020,03/21/2020,04/15/2020,Marriott International Inc. dba JW Marriott SanFrancisco Union Square,San Francisco,San Francisco County,192.0,Layoff Temporary
03/31/2020,03/31/2020,04/15/2020,UG2 LLC,Palo Alto,Santa Clara County,139.0,Layoff Temporary
03/31/2020,03/16/2020,04/15/2020,Stockham Construction,Cotati,Sonoma County,394.0,Layoff Temporary
04/01/2020,03/30/2020,04/15/2020,YMCA OF THE EAST BAY DBA BERKELEYYMCA,Berkeley,Alameda County,247.0,Layoff Temporary
04/01/2020,03/30/2020,04/15/2020,YMCA OF THE EAST BAY DBA OAKLANDYMCA,Oakland,Alameda County,169.0,Layoff Temporary
04/01/2020,03/30/2020,04/15/2020,YMCA OF THE EAST BAY DBA IRVINDEUTSCHER FAMILY YMCA,Pleasant Hill,Contra Costa County,144.0,Layoff Temporary
04/01/2020,03/30/2020,04/15/2020,YMCA OF THE EAST BAY,San Pablo,Contra Costa County,95.0,Layoff Temporary
03/30/2020,03/13/2020,04/15/2020,"INDEPENDENT STUDIO SERVICES, LLC",Sunland,Los Angeles County,94.0,Layoff Temporary
03/30/2020,03/30/2020,04/15/2020,"Paradies-Long Beach, LLC",Long Beach,Los Angeles County,1.0,Layoff Temporary
03/27/2020,03/27/2020,04/15/2020,"Cal Cartage Warehousing & Distribution, LLC",Torrance,Los Angeles County,100.0,Layoff Temporary
04/01/2020,04/03/2020,04/15/2020,"ONE WORLD APPAREL, LLC",CITY OF INDUSTRY,Los Angeles County,46.0,Layoff Permanent
04/01/2020,03/16/2020,04/15/2020,"Est 1977 Group, LLC, Rusty's Surf Ranch",Santa Monica,Los Angeles County,28.0,Layoff Temporary
04/01/2020,03/16/2020,04/15/2020,"Est 1977 SMPS, Co, The Albright Restaurant",Santa Monica,Los Angeles County,43.0,Layoff Temporary
04/01/2020,03/18/2020,04/15/2020,"Pappy's Seafood, Inc.",San Pedro,Los Angeles County,21.0,Layoff Temporary
04/01/2020,03/19/2020,04/15/2020,Alina Insurance and Financial Services LLC,Rosemead,Los Angeles County,3.0,Closure Temporary
03/19/2020,03/23/2020,04/15/2020,"Louis Vuitton U.S. Mfg., Inc.",San Dimas,Los Angeles County,421.0,Closure Temporary
03/23/2020,03/23/2020,04/15/2020,First Step Staffing/Employee ManagementSolutions LP,Torrance,Los Angeles County,193.0,Layoff Unknown at thistime
03/25/2020,03/16/2020,04/15/2020,"Marriott Hotel Services Inc., dba Marina DelRey Marriott Hotel",Marina Del Rey,Los Angeles County,152.0,Layoff Temporary
03/31/2020,04/04/2020,04/15/2020,Club Demonstration,Roseville,Placer County,32.0,Layoff Unknown at thistime
04/01/2020,04/03/2020,04/15/2020,Palm Springs Golf Resort - Evolution Hospitality,Cathedral City,Riverside County,119.0,Layoff Temporary
04/01/2020,04/01/2020,04/15/2020,Gerber Collision & Glass,Corona,Riverside County,2.0,Layoff Temporary
04/01/2020,04/01/2020,04/15/2020,Gerber Collision & Glass,Lake Elsinore,Riverside County,6.0,Layoff Temporary
04/01/2020,04/01/2020,04/15/2020,Gerber Collision & Glass,Murrieta,Riverside County,1.0,Layoff Temporary
04/01/2020,04/01/2020,04/15/2020,Gerber Collision & Glass,Palm Desert,Riverside County,1.0,Layoff Temporary
04/01/2020,04/02/2020,04/15/2020,PARKWEST CASINO LOTUS,Sacramento,Sacramento County,174.0,Layoff Temporary
04/15/2020,03/23/2020,04/15/2020,Arden Hills Country Club,Sacramento,Sacramento County,158.0,Layoff Temporary
03/31/2020,03/26/2020,04/15/2020,Wyndham Vacation Ownership-Inn at the ParkResort,San Diego,San Diego County,58.0,Layoff Temporary
03/31/2020,03/26/2020,04/15/2020,Wyndham Vacation Ownership-The OceansideHarbor Resort,Oceanside,San Diego County,59.0,Layoff Temporary
03/31/2020,03/26/2020,04/15/2020,Wyndham Vacation Ownership-The OceansidePier Resort,Oceanside,San Diego County,104.0,Layoff Temporary
03/24/2020,04/03/2020,04/15/2020,Park James Hotel,Menlo Park,San Mateo County,63.0,Closure Temporary
03/27/2020,03/31/2020,04/15/2020,HPH's San Jose Airport Lounges,San Jose,Santa Clara County,66.0,Layoff Temporary
04/01/2020,03/17/2020,04/14/2020,"The Whole Hive, LLC dba: European WaxCenter",Oakland,Alameda County,23.0,Layoff Temporary
03/28/2020,03/17/2020,04/14/2020,PENSCOTT MEDICAL CORPORATION,Danville,Contra Costa County,11.0,Layoff Temporary
03/24/2020,03/19/2020,04/14/2020,"WayForth, LLC",San Pablo,Contra Costa County,7.0,Layoff Permanent
03/28/2020,03/31/2020,04/14/2020,"Xtreme Manufacturing, LLC",Selma,Fresno County,75.0,Layoff Permanent
03/30/2020,04/01/2020,04/14/2020,"Renson Hotels, Inc. dba Holiday Inn Express &Suites",Mckinleyville,Humboldt County,23.0,Layoff Temporary
03/27/2020,03/16/2020,04/14/2020,SVIH Management LLC,West Hollywood,Los Angeles County,144.0,Closure Temporary
03/27/2020,03/18/2020,04/14/2020,Hersha Hospitality Management LP -Courtyard Los Angeles Westide,Culver City,Los Angeles County,106.0,Layoff Temporary
03/27/2020,03/23/2020,04/14/2020,Second Motor Group of Valencia LLC,Valencia,Los Angeles County,52.0,Layoff Temporary
03/26/2020,03/24/2020,04/14/2020,"Hotel Figueroa - GLI Audaci LA, LLC",Los Angeles,Los Angeles County,24.0,Layoff Permanent
03/26/2020,03/20/2020,04/14/2020,Prime Wheel,Compton,Los Angeles County,44.0,Layoff Temporary
03/26/2020,03/20/2020,04/14/2020,Prime Wheel,Gardena,Los Angeles County,467.0,Layoff Temporary
03/26/2020,03/20/2020,04/14/2020,Prime Wheel,Harbor City,Los Angeles County,47.0,Layoff Temporary
03/27/2020,03/27/2020,04/14/2020,"Brent's Holding II, L.P.",Northridge,Los Angeles County,55.0,Closure Temporary
03/24/2020,03/23/2020,04/14/2020,"First Motor Group of Encino, LLC-Mercedes-Benz of Encino",Encino,Los Angeles County,22.0,Layoff Permanent
03/31/2020,03/17/2020,04/14/2020,"Randstad Inhouse Services, LLC",Van Nuys,Los Angeles County,54.0,Layoff Permanent
04/01/2020,05/30/2020,04/14/2020,"Channel Control Merchants of California, LLCdba CCM California",Vernon,Los Angeles County,131.0,Closure Permanent
04/01/2020,06/03/2020,04/14/2020,"Fundamental Technologies, Inc. (d.b.a. KusterCo, d.b.a. Probe)Probe TechnologiesHoldings, Inc.",Long Beach,Los Angeles County,13.0,Closure Permanent
04/01/2020,03/30/2020,04/14/2020,Capston Turbine Corporation,Van Nuys,Los Angeles County,47.0,Layoff Temporary
04/01/2020,04/01/2020,04/14/2020,h Club LA,Los Angeles,Los Angeles County,113.0,Layoff Temporary
04/01/2020,03/15/2020,04/14/2020,CALIFORNIA SCIENCE CENTERFOUNDATION,Los Angeles,Los Angeles County,50.0,Layoff Permanent
03/31/2020,04/04/2020,04/14/2020,"Lucky Brand Dungarees, LLC",Los Angeles,Los Angeles County,115.0,Layoff Temporary
03/30/2020,04/01/2020,04/14/2020,"Renson Hotels, Inc. dba Best Western CorteMadera Inn",Corte Madera,Marin County,129.0,Layoff Temporary
03/31/2020,03/23/2020,04/14/2020,Monterey Plaza Hotel & Spa,Monterey,Monterey County,366.0,Layoff Temporary
04/01/2020,03/31/2020,04/14/2020,"SILVER OAK WINE CELLARS, LLC",Oakville,Napa County,58.0,Layoff Permanent
04/09/2020,03/18/2020,04/14/2020,LUCULLUS MANAGEMENT LLC DBA TORC,Napa,Napa County,33.0,Layoff Temporary
03/25/2020,03/25/2020,04/14/2020,Andaz Napa,Napa,Napa County,90.0,Layoff Temporary
03/31/2020,03/31/2020,04/14/2020,"Garden Grove Automotive, Inc. dba GardenGrove Kia",Garden Grove,Orange County,50.0,Closure Temporary
03/31/2020,03/31/2020,04/14/2020,Hardin Automotive dba Hardin Buick PontiacGMC,Anaheim,Orange County,57.0,Closure Temporary
03/31/2020,03/31/2020,04/14/2020,Hardin Automotive dba Hardin Honda,Anaheim,Orange County,112.0,Closure Temporary
03/31/2020,03/31/2020,04/14/2020,"Hardin Irvine Automotive, Inc. dba Kia of Irvine",Irvine,Orange County,67.0,Closure Temporary
03/31/2020,03/31/2020,04/14/2020,24 Carrots Catering and Events,Costa Mesa,Orange County,112.0,Layoff Permanent
03/19/2020,03/31/2020,04/14/2020,YMCA of Orange County,Fullerton,Orange County,129.0,Layoff Temporary
03/27/2020,04/29/2020,04/14/2020,ARYZTA LLC dba Disney Cafe,Anaheim,Orange County,111.0,Closure Temporary
03/28/2020,03/23/2020,04/14/2020,Home and Body Company,Huntington Beach,Orange County,94.0,Layoff Temporary
03/30/2020,04/01/2020,04/14/2020,"Reneson Hotels, Inc. dba Holdiay Inn AuburnHotel",Auburn,Placer County,72.0,Layoff Temporary
03/31/2020,03/31/2020,04/14/2020,"Ahern Rentals, Inc.",Bloomington,San Bernardino County,17.0,Layoff Temporary
03/30/2020,03/23/2020,04/14/2020,"Adir International, LLC dba Curacao",San Bernardino,San Bernardino County,73.0,Layoff Temporary
03/27/2020,03/30/2020,04/14/2020,West End YMCA,Upland,San Bernardino County,130.0,Layoff Permanent
03/20/2020,03/19/2020,04/14/2020,The Brigantine Inc,San Diego,San Diego County,1092.0,Closure Temporary
03/31/2020,03/20/2020,04/14/2020,Hilton San Diego at Gaslamp Quarter,San Diego,San Diego County,86.0,Layoff Temporary
03/31/2020,03/31/2020,04/14/2020,Burger Auto Group LLC dba Carl BurgerDodge Chrysler Jeep RAM World,La Mesa,San Diego County,59.0,Layoff Temporary
04/01/2020,03/16/2020,04/14/2020,"Beach and Bay Beverage Company, LLC DBAThe Tavern at the Beach",San Diego,San Diego County,45.0,Closure Temporary
04/01/2020,03/16/2020,04/14/2020,LLC DBA Mavericks Beach Club,San Diego,San Diego County,113.0,Layoff Temporary
04/01/2020,03/16/2020,04/14/2020,LLC DBA The Smoking Gun,San Diego,San Diego County,50.0,Layoff Temporary
04/01/2020,03/16/2020,04/14/2020,"NP Partners, LLC DBA True North Tavern",San Diego,San Diego County,59.0,Closure Temporary
04/01/2020,04/01/2020,04/14/2020,"Mosser Companies, Inc.",San Francisco,San Francisco County,51.0,Layoff Temporary
03/31/2020,03/17/2020,04/14/2020,Deem Sum Inc. DBA Yank Sing,San Francisco,San Francisco County,82.0,Layoff Temporary
03/27/2020,03/27/2020,04/14/2020,Tartine Partners LLC,San Francisco,San Francisco County,103.0,Layoff Temporary
03/26/2020,03/26/2020,04/14/2020,Tartine Restaurant Group - Inner Sunset,San Francisco,San Francisco County,21.0,Layoff Temporary
03/30/2020,04/01/2020,04/14/2020,"Reneson Hotels, Inc. dba Hampton Inn DalyCity",Daly City,San Mateo County,24.0,Layoff Temporary
03/30/2020,04/01/2020,04/14/2020,"Reneson Hotels, Inc. dba Wine Valley Inn &Cottages",Solvang,Santa Barbara County,24.0,Layoff Temporary
03/27/2020,04/03/2020,04/14/2020,Oshman Family Jewish Community Center,Palo Alto,Santa Clara County,209.0,Layoff Temporary
03/24/2020,03/24/2020,04/14/2020,Pizza My Heart Inc.,Santa Cruz,Santa Cruz County,14.0,Layoff Temporary
03/27/2020,03/27/2020,04/14/2020,"BJ's Restaurants, Inc.",Thousand Oaks,Ventura County,194.0,Layoff Temporary
03/30/2020,03/30/2020,04/14/2020,Jewish Community Center of the East Bay,Berkeley,Alameda County,69.0,Layoff Temporary
03/30/2020,03/30/2020,04/14/2020,Jewish Community Center of the East Bay,Oakland,Alameda County,5.0,Layoff Temporary
03/31/2020,03/31/2020,04/14/2020,Hilton Garden Inn San Francisco/Oakland BayBridge,Emeryville,Alameda County,96.0,Closure Temporary
03/27/2020,03/27/2020,04/14/2020,Watts Healthcare,Los Angeles,Los Angeles County,104.0,Layoff Permanent
03/27/2020,03/31/2020,04/14/2020,HILTON PASADENA,Pasadena,Los Angeles County,119.0,Layoff Temporary
03/26/2020,03/28/2020,04/14/2020,"Courtyard Management Corp, dba Courtyard &Residence Inn L.A. LIVE",Los Angeles,Los Angeles County,100.0,Layoff Temporary
03/26/2020,04/01/2020,04/14/2020,The Clift Royal Sonesta Hotel,San Francisco,San Francisco County,197.0,Layoff Temporary
03/31/2020,03/24/2020,04/14/2020,"Andale Management Group dba, AndaleMexican, Valencia Street Station and 24th &Misison",San Francisco,San Francisco County,60.0,Closure Permanent
03/31/2020,03/16/2020,04/14/2020,"Double V Industries, Inc dba Blue FrogEmbroidery and Screen Printing",San Leandro,Alameda County,79.0,Layoff Permanent
03/31/2020,04/01/2020,04/14/2020,"Kinestral Technologies, Inc.",Hayward,Alameda County,57.0,Layoff Temporary
03/31/2020,04/20/2020,04/14/2020,Gatan Inc.,Pleasanton,Alameda County,105.0,Closure Temporary
03/31/2020,04/02/2020,04/14/2020,"Primeritus Financial Services, Inc.",El Dorado Hills,El Dorado County,99.0,Layoff Temporary
04/01/2020,04/03/2020,04/14/2020,Evolution Hospitality at The Landing LakeTahoe,South Lake Tahoe,El Dorado County,91.0,Layoff Temporary
03/19/2020,03/23/2020,04/14/2020,EL BODEGON,Calexico,Imperial County,2.0,Layoff Temporary
03/28/2020,04/01/2020,04/14/2020,Wilshire Country Club,Los Angeles,Los Angeles County,98.0,Layoff Unknown at thistime
03/29/2020,03/20/2020,04/14/2020,TEAMORROW TEA HOUSE,South Pasadena,Los Angeles County,13.0,Layoff Temporary
03/27/2020,03/20/2020,04/14/2020,"Quixote Studios, LLC",Los Angeles,Los Angeles County,201.0,Layoff Temporary
03/27/2020,03/26/2020,04/14/2020,"UNICAL AVIATION, INC",CITY OF INDUSTRY,Los Angeles County,7.0,Layoff Temporary
03/26/2020,03/26/2020,04/14/2020,"Total Airport Services, LLC",Los Angeles,Los Angeles County,174.0,Layoff Temporary
04/01/2020,03/19/2020,04/14/2020,The University Corporation at California StateUniversity Northridge,Northridge,Los Angeles County,350.0,Layoff Permanent
03/31/2020,04/06/2020,04/14/2020,"American Retail, Inc. dba American Girl PlaceLos Angeles",Los Angeles,Los Angeles County,93.0,Layoff Temporary
03/31/2020,03/19/2020,04/14/2020,The University Corporation at CSU Northridge,Northridge,Los Angeles County,398.0,Layoff Temporary
04/14/2020,03/20/2020,04/14/2020,Metropolitan Theatres Corporation,Los Angeles,Los Angeles County,24.0,Layoff Temporary
03/20/2020,03/21/2020,04/14/2020,Metropolitan Theatres Corporation,Los Angeles,Los Angeles County,136.0,Layoff Temporary
03/24/2020,03/24/2020,04/14/2020,"KMS Automotive Inc., dba Browning Mazda ofAlhambra",Alhambra,Los Angeles County,16.0,Layoff Temporary
03/27/2020,03/31/2020,04/14/2020,MISSION RANCH,Carmel,Monterey County,129.0,Layoff Temporary
03/23/2020,03/23/2020,04/14/2020,La Casa Del Camino Restuarant and Bar,Laguna Beach,Orange County,88.0,Layoff Temporary
03/26/2020,03/21/2020,04/14/2020,The Westin Mission Hills Golf Resort and Spa,Rancho Mirage,Riverside County,458.0,Layoff Temporary
06/25/2020,04/11/2020,04/14/2020,"Marriott Hotel Services, Inc - JW MarriottDesert Springs Resort & Spa",Palm Desert,Riverside County,1084.0,Layoff Temporary
03/31/2020,03/27/2020,04/14/2020,"Lindley Foods, LLC",Riverside,Riverside County,45.0,Closure Temporary
03/31/2020,03/27/2020,04/14/2020,"Lindley Foods, LLC dba Selma's Cookies",Riverside,Riverside County,45.0,Closure Temporary
03/18/2020,03/19/2020,04/14/2020,VStyles Inc.,San Bernardino,San Bernardino County,81.0,Layoff Temporary
04/01/2020,03/31/2020,04/14/2020,"Prometheus Biosciences, Inc.",San Diego,San Diego County,80.0,Layoff Permanent
03/31/2020,04/01/2020,04/14/2020,Rancho Valencia Resort & Spa (RVR),Rancho Santa Fe,San Diego County,353.0,Closure Unknown at thistime
03/27/2020,04/01/2020,04/14/2020,Sea World,San Diego,San Diego County,2250.0,Closure Temporary
03/27/2020,03/26/2020,04/14/2020,Frank Motors Inc,National City,San Diego County,22.0,Layoff Unknown at thistime
03/25/2020,03/17/2020,04/14/2020,"Martin Yan Noodles, LLC dba M.Y. China",San Francisco,San Francisco County,83.0,Closure Temporary
03/27/2020,04/03/2020,04/14/2020,"Bird Rides, Inc.",San Francisco,San Francisco County,27.0,Layoff Unknown at thistime
04/03/2020,04/03/2020,04/14/2020,Holiday Inn Express - Fisherman's Wharf,San Francisco,San Francisco County,60.0,Layoff Temporary
03/26/2020,03/30/2020,04/14/2020,Zazzle Inc,Redwood City,San Mateo County,64.0,Layoff Temporary
03/31/2020,04/01/2020,04/14/2020,The Menlo Clock Works,Menlo Park,San Mateo County,2.0,Layoff Unknown at thistime
03/31/2020,03/30/2020,04/14/2020,"MV Transportation, Inc.",Half Moon Bay,San Mateo County,23.0,Layoff Permanent
03/31/2020,03/26/2020,04/14/2020,Wyndham Vacation Ownership,Windsor,Sonoma County,89.0,Layoff Temporary
03/25/2020,03/18/2020,04/14/2020,"Ten Pin Fun Center, LLC",Turlock,Stanislaus County,140.0,Layoff Temporary
04/01/2020,03/25/2020,04/14/2020,RLMK Inc. McDonalds,Visalia,Tulare County,226.0,Layoff Permanent
03/26/2020,03/26/2020,04/13/2020,"Double Tree Berkeley Hotel - Crescent Resorts& Hotels, LLC",Berkeley,Alameda County,154.0,Layoff Temporary
03/27/2020,03/27/2020,04/13/2020,BJ's Restaurants Inc.,Newark,Alameda County,160.0,Layoff Temporary
03/29/2020,04/01/2020,04/13/2020,BACKROADS,Berkeley,Alameda County,110.0,Layoff Temporary
03/30/2020,03/18/2020,04/13/2020,"Sauced BBQ & Spirits - Walnut Creek, LP",Walnut Creek,Alameda County,60.0,Layoff Temporary
03/30/2020,03/18/2020,04/13/2020,Sauced BBQ & Spirits-Livermore,Livermore,Alameda County,75.0,Layoff Temporary
03/30/2020,03/16/2020,04/13/2020,"Hupp Draft Services, Inc.",Chico,Butte County,93.0,Layoff Temporary
03/27/2020,03/20/2020,04/13/2020,"Adecco USA, Inc. at Air Fayre USA, Inc.",Gardena,Los Angeles County,99.0,Layoff Unknown at thistime
03/30/2020,03/18/2020,04/13/2020,Fox Restaurant Concepts - Flower Child (FCSanta Monica LLC),Santa Monica,Los Angeles County,46.0,Closure Temporary
03/30/2020,03/18/2020,04/13/2020,Fox Restaurant Concepts - The Henry (TheHenry Robertson LLC),Los Angeles,Los Angeles County,108.0,Closure Temporary
03/27/2020,03/27/2020,04/13/2020,"Spektrum Brakes, LLC",Cerritos,Los Angeles County,13.0,Layoff Temporary
03/27/2020,03/27/2020,04/13/2020,"BJ's Restaurants, Inc",Los Angeles,Los Angeles County,104.0,Layoff Temporary
03/27/2020,03/27/2020,04/13/2020,Athas Capital,Agoura Hills,Los Angeles County,172.0,Layoff Permanent
03/27/2020,03/27/2020,04/13/2020,"BR Palisades Venue 2, LLC dba Hank'sRestaurant",Pacific Palisades,Los Angeles County,35.0,Layoff Temporary
03/27/2020,03/26/2020,04/13/2020,Saddle Ranch Sunset LLC,West Hollywood,Los Angeles County,94.0,Closure Temporary
03/27/2020,03/26/2020,04/13/2020,"Saddle Ranch Valencia, LLC",Valencia,Los Angeles County,63.0,Closure Temporary
03/27/2020,03/27/2020,04/13/2020,CSUDH Foundation,Carson,Los Angeles County,170.0,Layoff Temporary
03/27/2020,03/27/2020,04/13/2020,"Flight Line Products, LLC",Valencia,Los Angeles County,3.0,Layoff Permanent
03/27/2020,03/27/2020,04/13/2020,BJ's Restaurant Inc.,Arcadia,Los Angeles County,154.0,Layoff Temporary
04/08/2020,03/17/2020,04/13/2020,Teasers MDR Inc,Marina Del Rey,Los Angeles County,105.0,Layoff Temporary
03/30/2020,04/01/2020,04/13/2020,Duke's Malibu,Malibu,Los Angeles County,123.0,Layoff Temporary
03/30/2020,04/01/2020,04/13/2020,Duke&rsquo;s Malibu,Malibu,Los Angeles County,123.0,Layoff Temporary
03/30/2020,04/01/2020,04/13/2020,Duke's Huntington Beach,Huntington Beach,Orange County,133.0,Layoff Temporary
03/26/2020,03/29/2020,04/13/2020,Evans Manufacturing Inc.,Garden Grove,Orange County,73.0,Layoff Temporary
03/27/2020,03/27/2020,04/13/2020,"Lapco West, LLC",La Palma,Orange County,32.0,Layoff Temporary
03/28/2020,03/28/2020,04/13/2020,"THE SEAL BEACH ENVY, INC. DBAMASSAGE ENVY",Seal Beach,Orange County,50.0,Layoff Temporary
03/29/2020,04/19/2020,04/13/2020,Mesa Verde Country Club,Costa Mesa,Orange County,74.0,Closure Temporary
03/30/2020,03/18/2020,04/13/2020,Fox Restaurant Concepts - Flower Child (FCBluffs LLC),Newport Beach,Orange County,51.0,Closure Temporary
03/31/2020,03/13/2020,04/13/2020,Desert Willow Golf Resort,Palm Desert,Riverside County,57.0,Closure Temporary
03/31/2020,04/03/2020,04/13/2020,Pink,Sacramento,Sacramento County,73.0,Layoff Temporary
03/31/2020,03/31/2020,04/13/2020,"Block Tops, Inc.",Sacramento,Sacramento County,18.0,Layoff Temporary
03/25/2020,03/17/2020,04/13/2020,"California Family Health, LLC",Folsom,Sacramento County,95.0,Layoff Temporary
03/30/2020,03/20/2020,04/13/2020,Sauced BBQ & Spirits - Sacramento LP,Sacramento,Sacramento County,73.0,Layoff Temporary
03/31/2020,04/03/2020,04/13/2020,Bath & Body Works,Rancho Cucamonga,San Bernardino County,73.0,Layoff Temporary
03/30/2020,03/18/2020,04/13/2020,Fox Restaurant Concepts - Flower Child (FCDel Mar LLC),Del Mar,San Diego County,38.0,Closure Temporary
03/30/2020,03/18/2020,04/13/2020,Fox Restaurant Concepts - Blanco Tacos +Tequila (FRC Blanco FV LLC),San Diego,San Diego County,66.0,Closure Temporary
03/30/2020,03/18/2020,04/13/2020,Fox Restaurant Concepts - Coronado(Coronado Test Kitchen LLC),Coronado,San Diego County,114.0,Closure Temporary
03/28/2020,03/17/2020,04/13/2020,"EVANTS HOTELS, LLC DBA TORREY PINES",La Jolla,San Diego County,301.0,Layoff Temporary
03/28/2020,03/19/2020,04/13/2020,"EVANS HOTELS, LLC DBA THE LODGE ATTORREY PINES",La Jolla,San Diego County,3.0,Layoff Permanent
03/25/2020,03/19/2020,04/13/2020,Rituals Cosmetics USA Inc.,San Diego,San Diego County,10.0,Closure Permanent
03/20/2020,03/16/2020,04/13/2020,Herb & Sea,Encinitas,San Diego County,82.0,Layoff Temporary
03/20/2020,03/16/2020,04/13/2020,"Pacific Coast Eatery, LLC., Animae",San Diego,San Diego County,81.0,Layoff Temporary
03/30/2020,03/30/2020,04/13/2020,"WASH Laundry Systems, Inc.",San Diego,San Diego County,1.0,Layoff Temporary
03/30/2020,03/30/2020,04/13/2020,"WASH Laundry Systems, Inc.",San Diego,San Diego County,2.0,Layoff Permanent
03/30/2020,04/01/2020,04/13/2020,Duke's La Jolla,La Jolla,San Diego County,120.0,Layoff Temporary
03/31/2020,03/25/2020,04/13/2020,Viad Corp,South San Francisco,San Mateo County,89.0,Layoff Temporary
03/31/2020,04/03/2020,04/13/2020,Evolution Hospitality dba Marriott San MateoSan Francisco Airport,San Mateo,San Mateo County,52.0,Layoff Temporary
03/25/2020,03/19/2020,04/13/2020,"Rituals Cosmetics USA, Inc.",Santa Clara,Santa Clara County,11.0,Closure Permanent
03/30/2020,03/25/2020,04/13/2020,P. F. CHANG'S CHINA BISTRO,San Jose,Santa Clara County,100.0,Layoff Temporary
03/30/2020,03/18/2020,04/13/2020,"Sauced BBQ & Spirits-Santana Row, LP",San Jose,Santa Clara County,96.0,Layoff Temporary
03/31/2020,03/31/2020,04/13/2020,"All About Parking, Inc. (AAP)",Campbell,Santa Clara County,4.0,Layoff Permanent
04/03/2020,04/03/2020,04/13/2020,Victoria's Secret,Modesto,Stanislaus County,53.0,Layoff Temporary
03/31/2020,04/03/2020,04/13/2020,Victoria's Secret,Modesto,Stanislaus County,60.0,Layoff Temporary
03/25/2020,03/25/2020,04/13/2020,SFP Development LLC,West Sacramento,Yolo County,57.0,Layoff Temporary
03/26/2020,03/27/2020,04/13/2020,Loews Hollywood Hotel,Los Angeles,Los Angeles County,380.0,Layoff Temporary
03/28/2020,03/27/2020,04/13/2020,"MV TRANSPORTATION, INC",Irvine,Orange County,191.0,Layoff Unknown at thistime
03/26/2020,03/06/2020,04/13/2020,"Marriott International, Inc. dba San FranciscoMarriott Union Square",San Francisco,San Francisco County,186.0,Layoff Temporary
03/30/2020,03/02/2020,04/13/2020,Marines' Memorial Association & Foundation,San Francisco,San Francisco County,126.0,Layoff Temporary
03/30/2020,03/16/2020,04/13/2020,Kronos LLC,Los Gatos,Santa Clara County,65.0,Layoff Unknown at thistime
03/29/2020,03/17/2020,04/13/2020,MINTON DOOR COMPANY,Sunnyvale,Santa Clara County,98.0,Layoff Temporary
03/23/2020,03/18/2020,04/13/2020,HMSHost - Mineta San Jose InternationalAirport,San Jose,Santa Clara County,346.0,Layoff Temporary
03/26/2020,03/26/2020,04/13/2020,"CineLux Delta Cinema Saver - CineLuxTheaters, LLC",Brentwood,Contra Costa County,6.0,Layoff Temporary
